Type,Simulation,case,tau_setup,lossValue,predictionAccuracy,avg_tau,stddev_tau,avg_each_local,stddev_each_local,avg_each_global,stddev_each_global,avg_betaAdapt,stddev_betaAdapt,avg_deltaAdapt,stddev_deltaAdapt,avg_rhoAdapt,stddev_rhoAdapt,total_time_recomputed
distributed,1,0,5,0.22667924745470405,0.8668,4.978779840848806,0.6362311020216047,0.012502860351772505,0.0030741671360680553,0.13457135470642909,0.04417214011069362,nan,nan,nan,nan,nan,nan,15.0997370932193,
distributed,1,0,7,0.2253138701255548,0.8697,6.974137931034483,1.013746349389064,0.013268226864977506,0.002745721069655918,0.133449321087373,0.05464794839251192,nan,nan,nan,nan,nan,nan,15.190311190571878,
distributed,1,0,10,0.2242034137540334,0.8711,9.968531468531468,1.6287068520047763,0.01286666195726489,0.0030947025338562348,0.12494381301097328,0.04768224457573495,nan,nan,nan,nan,nan,nan,14.958831171450818,
distributed,1,0,20,0.22320559748766533,0.8731,19.890356671070013,3.0526822902200306,0.013078920732854615,0.0016689824488902191,0.13349542603804032,0.05582463434103836,nan,nan,nan,nan,nan,nan,14.992906820370617,
distributed,1,0,30,0.22335963109632737,0.8711,29.712778429073857,6.031491431552307,0.012739722502486174,0.0017666390402159505,0.13165973435411074,0.06198650573211493,nan,nan,nan,nan,nan,nan,14.997965109583113,
distributed,1,0,50,0.22272026973325681,0.8741,49.52284803400638,10.78644983300808,0.013407731934834754,0.001020481382775376,0.12337463971631032,0.03822920441456332,nan,nan,nan,nan,nan,nan,15.150078745071983,
distributed,1,0,70,0.22284641049248627,0.8734,68.7742946708464,17.81460075331468,0.013764748739560887,0.0020826300064065092,0.13997436748137693,0.04375940818684685,nan,nan,nan,nan,nan,nan,14.83446006703079,
distributed,1,0,100,0.22280033025050897,0.8739,97.76595744680851,31.614430600949028,0.012172798260842223,0.002742785039112115,0.10799428662619269,0.04290172728939215,nan,nan,nan,nan,nan,nan,14.783313935710767,
distributed,1,1,-1,0.22775132157040293,0.864,9.10916179337232,2.960638589793594,0.01352981270598241,0.003656649880196278,0.12898328040370402,0.051178062938490566,12.153691879457897,3.2394967939531947,1.3379682629068876,0.1800024897881008,0.909777565787,0.2104262596965655,15.14342786882161,
distributed,1,1,1,0.24614396658420495,0.8449,1.0,0.0,0.013112526711796784,0.006954083452991797,0.12895571722136695,0.05274811502907282,nan,nan,nan,nan,nan,nan,14.77509736904903,
distributed,1,1,2,0.23415926712985274,0.8553,1.9895833333333333,0.14210359538237344,0.013111638065199304,0.005139790016971146,0.13115727020193113,0.055174912990903796,nan,nan,nan,nan,nan,nan,15.244321024267235,
distributed,1,1,3,0.23084205939580194,0.858,2.9847908745247147,0.296424852994897,0.013217618049099166,0.004513431769095107,0.12978577412487677,0.061801243524924825,nan,nan,nan,nan,nan,nan,15.051289261351654,
distributed,1,1,5,0.2280704386080183,0.864,4.979591836734694,0.6244997998398398,0.013185300688230667,0.0029132102621500216,0.12567210481014318,0.05442077881610422,nan,nan,nan,nan,nan,nan,15.21920967127634,
distributed,1,1,7,0.22831421434963634,0.8621,6.960264900662252,0.8143851303258598,0.013270152136595076,0.002484559095449982,0.13378560360075006,0.04434334657096294,nan,nan,nan,nan,nan,nan,14.861153723574326,
distributed,1,1,10,0.22767629145669321,0.8641,9.96797153024911,1.6421904689366424,0.013389589408875711,0.002266933255394388,0.13591617407621218,0.05205356227010313,nan,nan,nan,nan,nan,nan,15.360399821250057,
distributed,1,1,20,0.2294708720557448,0.864,19.9501312335958,4.14095399636364,0.013483124298167032,0.002636919218217799,0.13275377182803028,0.05838072674409733,nan,nan,nan,nan,nan,nan,15.243605570785416,
distributed,1,1,30,0.23176107718897612,0.8611,29.8,5.279414950751856,0.012507641021594176,0.0026111618004716736,0.1296635005358092,0.03566415691350526,nan,nan,nan,nan,nan,nan,15.062048300989336,
distributed,1,1,50,0.23511949422229178,0.8587,49.89705882352941,14.38363267359428,0.012537797089135938,0.0029589337436384364,0.12859961994364802,0.05845253872311861,nan,nan,nan,nan,nan,nan,15.289730153193645,
distributed,1,1,70,0.23943852490428086,0.8547,69.85947046843177,22.819605057932094,0.013041687994385938,0.003927695899176019,0.1391769756042615,0.058257700328937526,nan,nan,nan,nan,nan,nan,14.93967551701948,
distributed,1,1,100,0.24126929539215086,0.853,98.2258064516129,33.25939716831921,0.012255648152041517,0.0029496564996689487,0.13931265556333336,0.04742068416430962,nan,nan,nan,nan,nan,nan,14.92920160957191,
distributed,1,2,-1,0.22325213895878154,0.8724,98.71936758893281,43.71241826076524,0.012638188141319288,0.0018289573255013906,0.12304636762877562,0.04061871876213772,1e-05,0.0,5.424689592298223e-17,2.6077730974053795e-17,0.0,0.0,14.954449778278011,
distributed,1,2,1,0.24914365655393578,0.8411,1.0,0.0,0.012667043138403633,0.007021728609848735,0.13999079547070525,0.05275160648367287,nan,nan,nan,nan,nan,nan,14.65515250647445,
distributed,1,2,2,0.23592504232140724,0.8545,1.989010989010989,0.1458305202717254,0.013557767369980817,0.0043708455751990775,0.13833048737707163,0.048785053913379395,nan,nan,nan,nan,nan,nan,15.190175438092623,
distributed,1,2,3,0.23042499038142863,0.8622,2.9849624060150375,0.29481109247603554,0.013273830629647296,0.004062909201950404,0.12899891313460518,0.056369971733845725,nan,nan,nan,nan,nan,nan,15.160035061092577,
