case,tValue,lossValue,predictionAccuracy,betaAdapt,deltaAdapt,rhoAdapt,tau,it_each_local,it_each_global
0,0.25312444134735623,6.423341337070671e+20,0.5131,nan,nan,nan,10,0.01215439782838068,0.13158046306354945
0,0.5500770082000992,3.723587372363001e+45,0.5073,nan,nan,nan,10,0.01453130433344799,0.15163952351826304
0,0.7175791218117898,2.3597554772873608e+70,0.5073,nan,nan,nan,10,0.01214880198644756,0.04601409374721506
0,0.9590073168797533,1.4223626383335055e+95,0.5073,nan,nan,nan,10,0.008126798281488472,0.1601602122530787
0,1.2064925719835837,7.55420941607712e+119,0.5073,nan,nan,nan,10,0.011212555794705857,0.13535969715677182
0,1.5859860195150224,3.061933028317423e+144,0.5073,nan,nan,nan,10,0.015593943409523772,0.22355401343620096
0,1.9637280110461588,1.1505513236122598e+169,0.5073,nan,nan,nan,10,0.012269288528666131,0.2550491062444752
0,2.2732057660237626,5.243161356281276e+193,0.5073,nan,nan,nan,10,0.014806465311161287,0.1614131018659909
0,2.456709277351445,3.5083611383411013e+218,0.5073,nan,nan,nan,10,0.011076727048656343,0.07273624084111903
0,2.6915216524770087,2.1111845364828478e+243,0.5073,nan,nan,nan,10,0.014350666221951552,0.09130571290604826
0,2.9718943147335093,7.8704985276820035e+267,0.5073,nan,nan,nan,10,0.01457986867374346,0.13457397551906602
0,3.1905281955833873,3.9798099603538325e+292,0.5073,nan,nan,nan,10,0.011680111190058406,0.10183276894929418
0,3.468494896145347,inf,0.5073,nan,nan,nan,10,0.014840474199343973,0.12956195856851993
0,3.7275104284180762,inf,0.5073,nan,nan,nan,10,0.013939314288558168,0.11962238938714766
0,4.11716757150258,inf,0.5073,nan,nan,nan,10,0.012734983513659221,0.2623073079479109
0,4.410270258885896,inf,0.5073,nan,nan,nan,10,0.014434223764971601,0.1487604497336005
0,4.645278006518834,inf,0.5073,nan,nan,nan,10,0.012182616284304844,0.11318158478988918
0,4.868522225742244,inf,0.5073,nan,nan,nan,10,0.012809468299165561,0.09514953623175473
0,5.11352122436778,inf,0.5073,nan,nan,nan,10,0.013810529249341643,0.10689370613211989
0,5.531800314706037,inf,0.5073,nan,nan,nan,10,0.01626203879202313,0.25565870241802535
0,5.717849966577515,inf,0.5073,nan,nan,nan,10,0.010992720810027747,0.07612244377120048
0,5.962679297967833,inf,0.5073,nan,nan,nan,10,0.015127409116122651,0.0935552402290911
0,6.329199915053048,inf,0.5073,nan,nan,nan,10,0.01150933362573055,0.2514272808279093
0,6.596685604270458,inf,0.5073,nan,nan,nan,10,0.0135160544251807,0.13232514496560283
0,6.773911353707793,inf,0.0,nan,nan,nan,10,0.010147037688665273,0.07575537255068218
0,7.034624399810857,inf,0.0,nan,nan,nan,10,0.012720597908701711,0.13350706701604712
0,7.266267614999743,inf,0.0,nan,nan,nan,1,0.0060399302622023,0.22560328492668275
0,7.433600715474512,inf,0.0,nan,nan,nan,1,0.013572589099638368,0.15376051137513097
0,7.662004617792501,inf,0.0,nan,nan,nan,1,0.019233651429540855,0.20917025088844893
0,7.807607041610928,inf,0.0,nan,nan,nan,1,0.004078902373081134,0.14152352144534536
0,7.941377195351315,inf,0.0,nan,nan,nan,1,0.01238789547476733,0.12138225826561932
0,8.102611418574144,inf,0.0,nan,nan,nan,1,0.02231084565298387,0.13892337756984524
0,8.257010297333665,inf,0.0,nan,nan,nan,1,9.322240549638344e-05,0.15430565635402382
0,8.465696262728773,inf,0.0,nan,nan,nan,1,0.010524998044082442,0.19816096735102579
0,8.582677299167361,inf,0.0,nan,nan,nan,1,0.015057513111026752,0.10192352332756213
0,8.702995650990463,inf,0.0,nan,nan,nan,1,0.008911438028401532,0.11140691379469914
0,8.750785659594086,inf,0.0,nan,nan,nan,1,0.009681758546964236,0.03810825005665869
0,8.906554205450954,inf,0.0,nan,nan,nan,1,0.012261055386661198,0.14350749047020553
0,9.057728387329325,inf,0.0,nan,nan,nan,1,0.012729625318655364,0.13844455655971558
0,9.175160057993875,inf,0.0,nan,nan,nan,1,0.012775427821035525,0.10465624284351448
0,9.266829680445719,inf,0.0,nan,nan,nan,1,1e-08,0.09166961245184464
0,9.422508504684382,inf,0.0,nan,nan,nan,1,0.006418887854438237,0.14925993638422416
0,9.496930290857035,inf,0.0,nan,nan,nan,1,0.008745354749108833,0.06567643142354382
0,9.605744591901036,inf,0.0,nan,nan,nan,1,0.018516504486829958,0.09029779655717159
0,9.750703990879643,inf,0.0,nan,nan,nan,1,0.018106912222274976,0.12685248675633237
0,9.844360159043775,inf,0.0,nan,nan,nan,1,0.007325025055387865,0.08633114310874557
0,9.973248394641125,inf,0.0,nan,nan,nan,1,0.002326055360418784,0.1265621802369316
0,10.134090418150759,inf,0.0,nan,nan,nan,1,0.014378892758848297,0.14646313075078582
0,10.28079349372353,inf,0.0,nan,nan,nan,1,0.014858030224371774,0.13184504534840047
0,10.417081291619489,inf,0.0,nan,nan,nan,1,0.010294607902571657,0.12599318999338624
0,10.598885717141997,inf,0.0,nan,nan,nan,1,0.007610460092423251,0.17419396543008403
0,10.707412259207022,inf,0.0,nan,nan,nan,1,0.019916517062063273,0.0886100250029622
0,10.822804495987251,inf,0.0,nan,nan,nan,1,0.011561365196075089,0.10383087158415455
0,10.896246419747273,inf,0.0,nan,nan,nan,1,0.007457903668529986,0.0659840200914918
0,10.995030285197213,inf,0.0,nan,nan,nan,1,0.008002207006813996,0.09078165844312536
0,11.069226638919936,inf,0.0,nan,nan,nan,1,0.004602097373223386,0.06959425634949998
0,11.169572837801255,inf,0.0,nan,nan,nan,1,0.004536783427608474,0.09580941545370945
0,11.27409578739247,inf,0.0,nan,nan,nan,1,0.011894464110138595,0.09262848548107681
0,11.461652474768258,inf,0.0,nan,nan,nan,1,0.00016491188033191176,0.18739177549545494
0,11.68718410847566,inf,0.0,nan,nan,nan,1,0.017847535676530624,0.2076840980308723
0,11.834664891821875,inf,0.0,nan,nan,nan,1,0.018025744114654733,0.12945503923155938
0,11.932149099456186,inf,0.0,nan,nan,nan,1,0.025214451902717216,0.0722697557315947
0,12.102710386811305,inf,0.0,nan,nan,nan,1,0.009999078088920255,0.16056220926619763
0,12.267090500871431,inf,0.0,nan,nan,nan,1,1e-08,0.16438010406012632
0,12.468923611483785,inf,0.0,nan,nan,nan,1,0.011148139480597763,0.19068497113175623
0,12.59372144461477,inf,0.0,nan,nan,nan,1,0.024269843145499938,0.10052798998548479
0,12.768529096117186,inf,0.0,nan,nan,nan,1,0.011462270885897541,0.1633453806165186
0,12.86475840567963,inf,0.0,nan,nan,nan,1,0.004862030365251612,0.09136727919719327
0,13.004932459834173,inf,0.0,nan,nan,nan,1,0.023941373210121228,0.11623268094442164
0,13.18622594479328,inf,0.0,nan,nan,nan,1,0.015631466845092715,0.16566201811401537
0,13.33310069952054,inf,0.0,nan,nan,nan,1,0.015445256875570988,0.1314294978516878
0,13.498171543024132,inf,0.0,nan,nan,nan,1,0.012853135005550234,0.1522177084980423
0,13.543641925304431,inf,0.0,nan,nan,nan,1,0.00984948351316311,0.03562089876713602
0,13.697614540479545,inf,0.0,nan,nan,nan,1,0.015232525325292711,0.13874008984982117
0,13.90451051718989,inf,0.0,nan,nan,nan,1,0.015296804949177682,0.19159917176116717
0,13.994367116788029,inf,0.0,nan,nan,nan,1,0.0068695911334033105,0.08298700846473647
0,14.110614976311886,inf,0.0,nan,nan,nan,1,0.0072738913219013305,0.10897396820195608
0,14.260489809793283,inf,0.0,nan,nan,nan,1,0.017841456378216557,0.13203337710318008
0,14.28930900989889,inf,0.0,nan,nan,nan,1,0.0247991140430922,0.004020086062515221
0,14.500231021791127,inf,0.0,nan,nan,nan,1,0.026416254158694287,0.1845057577335424
0,14.64576518757845,inf,0.0,nan,nan,nan,1,0.00958943389216769,0.13594473189515568
0,14.807264676223319,inf,0.0,nan,nan,nan,1,0.011111195563188516,0.1503882930816809
0,14.904876668820311,inf,0.0,nan,nan,nan,1,0.012090240022036455,0.08552175257495495
0,15.18015356358329,inf,0.0,nan,nan,nan,1,0.011619878404966507,0.26365701635801175
0,15.317493032332745,inf,0.0,nan,nan,nan,1,0.016014348339786582,0.12132512040966933
0,15.550872814366052,inf,0.0,nan,nan,nan,1,0.015406850114898374,0.21797293191840825
0,15.666792237727009,inf,0.0,nan,nan,nan,1,0.007999432548182184,0.10791999081277438
0,15.754763117718493,inf,0.0,nan,nan,nan,1,0.006792276719739671,0.08117860327174502
0,15.836920156898561,inf,0.0,nan,nan,nan,1,0.024139784557955603,0.05801725462211228
0,15.932564975886674,inf,0.0,nan,nan,nan,1,0.019518353209695458,0.07612646577841824
0,16.197682703514054,inf,0.0,nan,nan,nan,1,0.019833961300921864,0.24528376632646015
0,16.278660634448403,inf,0.0,nan,nan,nan,1,0.009713675335646144,0.07126425559870328
0,16.382651172531276,inf,0.0,nan,nan,nan,1,0.018032480260274677,0.085958057822596
0,16.523552604453187,inf,0.0,nan,nan,nan,1,0.00975202665203374,0.13114940526987567
0,16.700914061320354,inf,0.0,nan,nan,nan,1,0.00582529488955423,0.17153616197761293
0,16.768041573495772,inf,0.0,nan,nan,nan,1,0.005973271569786991,0.06115424060562935
0,16.93380970990156,inf,0.0,nan,nan,nan,1,0.009649340297157572,0.15611879610863028
0,17.007893422790374,inf,0.0,nan,nan,nan,1,0.03204837204275406,0.04203534084606157
0,17.23791701580131,inf,0.0,nan,nan,nan,1,0.014605618801655116,0.2154179742092835
0,17.498087981127693,inf,0.0,nan,nan,nan,1,0.026881197943048555,0.23328976738333285
0,17.55693282114503,inf,0.0,nan,nan,nan,1,0.007969014024191938,0.05087582599314566
0,17.694205401822362,inf,0.0,nan,nan,nan,1,0.006716808133021596,0.13055577254431175
0,17.804687745787234,inf,0.0,nan,nan,nan,1,0.01927570270570009,0.09120664125917285
0,17.85976125563135,inf,0.0,nan,nan,nan,1,0.01679956639972871,0.03827394344438992
0,18.002938794503788,inf,0.0,nan,nan,nan,1,0.005385086632706037,0.1377924522397287
0,18.14534402838256,inf,0.0,nan,nan,nan,1,0.017500596389449268,0.12490463748932203
0,18.229486482156272,inf,0.0,nan,nan,nan,1,0.009381078678252113,0.07476137509546063
0,18.330159615292967,inf,0.0,nan,nan,nan,1,0.010632719469990544,0.09004041366670532
0,18.353448125219828,inf,0.0,nan,nan,nan,1,0.013661202486880315,0.009627307439980262
0,18.42290530750907,inf,0.0,nan,nan,nan,1,0.012244372877668365,0.05721280941157415
0,18.603741062262447,inf,0.0,nan,nan,nan,1,0.01393476525215884,0.16690098950122093
0,18.847622744401956,inf,0.0,nan,nan,nan,1,0.011542787026413183,0.23233889511309563
0,19.068705617273448,inf,0.0,nan,nan,nan,1,0.01110411542924436,0.20997875744224725
0,19.267410704572765,inf,0.0,nan,nan,nan,1,0.007366855607291687,0.19133823169202527
0,19.44007276164357,inf,0.0,nan,nan,nan,1,0.012174822957210356,0.1604872341135947
0,19.59596713594251,inf,0.0,nan,nan,nan,1,0.0074745560328616165,0.14841981826607684
0,19.68456601285108,inf,0.0,nan,nan,nan,1,0.0009380240414536209,0.0876608528671147
0,19.790344976728047,inf,0.0,nan,nan,nan,1,0.019337265428510733,0.0864416984484564
0,19.976380449285866,inf,0.0,nan,nan,nan,1,0.018169794368026557,0.1678656781897932
0,20.22531047423629,inf,0.0,nan,nan,nan,1,0.015957076797858273,0.2329729481525655
