Type,Simulation,case,tau_setup,lossValue,predictionAccuracy,avg_tau,stddev_tau,avg_each_local,stddev_each_local,avg_each_global,stddev_each_global,avg_betaAdapt,stddev_betaAdapt,avg_deltaAdapt,stddev_deltaAdapt,avg_rhoAdapt,stddev_rhoAdapt,total_time_recomputed
distributed,0,2,1,0.2397445327963419,0.8491,1.0,0.0,0.011922444259841718,0.007586234532779433,0.1351508125578924,0.05127138846822594,nan,nan,nan,nan,nan,nan,20.00196292721184,
distributed,0,2,2,0.2301278569709414,0.863,1.996282527881041,0.08574694002066834,0.012805882288072688,0.00467079900892684,0.12329963008356327,0.0520521749496366,nan,nan,nan,nan,nan,nan,20.093295520365913,
distributed,0,2,3,0.22992614054929492,0.8605,2.9941176470588236,0.18649378618832718,0.012656109804161132,0.003730237510737279,0.13638653191300004,0.056660725091872616,nan,nan,nan,nan,nan,nan,19.86685584195216,
distributed,0,2,5,0.22472245948182382,0.8703,4.992537313432836,0.3831140901032815,0.0129240907941261,0.0032123622405210404,0.12173835262455593,0.05491069620052431,nan,nan,nan,nan,nan,nan,20.046263690599726,
distributed,0,2,7,0.22426788093928915,0.8697,6.990566037735849,0.10425091187368284,0.01292413497022237,0.0024354798425730148,0.13013779018275073,0.06134831118096738,nan,nan,nan,nan,nan,nan,20.062495216247893,
distributed,0,2,10,0.2236839273888197,0.8718,9.988476312419975,1.006149972113299,0.01284438213911326,0.0021725014947972412,0.12709149915661097,0.04816051127320453,nan,nan,nan,nan,nan,nan,20.038078435186872,
distributed,0,2,20,0.22287913637273823,0.8737,19.98174831892411,2.585112235238332,0.013262803555879051,0.0012565830560362502,0.11781098728034844,0.06078090453339547,nan,nan,nan,nan,nan,nan,20.045466799592294,
distributed,0,2,30,0.22270157780727828,0.8741,29.974583698510077,4.583795027848726,0.013145091725271417,0.0010597142430365503,0.12547342906454428,0.05039696923047924,nan,nan,nan,nan,nan,nan,19.921271566914374,
distributed,0,2,50,0.2241925628264685,0.8707,49.540202966432474,3.6538461538461537,0.013121315804911736,0.0006681056855532232,0.12809005164721768,0.058608489244345585,nan,nan,nan,nan,nan,nan,20.10348809783819,
distributed,0,2,70,0.222749785297724,0.8771,69.50796057619408,2.4562656609637967,0.013117991664749891,0.0005739229987208386,0.1413647884311562,0.05688192018542546,nan,nan,nan,nan,nan,nan,19.990700987764217,
distributed,0,2,100,0.22293555245036756,0.8724,99.05084745762711,20.95328136593407,0.012765390324426463,0.0005407175675295523,0.12385330135337463,0.03867474693277576,nan,nan,nan,nan,nan,nan,20.035134799296195,
distributed,0,3,-1,0.23869834726459283,0.851,1.0273972602739727,0.11702985796078277,0.014068215046980371,0.007202308163118626,0.1259971876585445,0.055202290608650305,37.38311399978138,14.939303457579092,2.663141981104847,0.4145234767612589,2.4982559438352165,0.6364911259507487,20.199559875701613,
distributed,0,3,1,0.24004198602283872,0.8505,1.0,0.0,0.013866682893397812,0.00681981597054419,0.13611196230465025,0.05319384364720425,nan,nan,nan,nan,nan,nan,20.24711710173649,
distributed,0,3,2,0.23227445513404182,0.8584,1.996168582375479,0.0870362919923006,0.012954733607558985,0.0043530617470489245,0.12759407132197242,0.05124147349751646,nan,nan,nan,nan,nan,nan,20.09036960242028,
distributed,0,3,3,0.2319726859784469,0.8606,2.994219653179191,0.1848931947373036,0.013069622360879619,0.004115655239079636,0.13452390485978932,0.05466346981202725,nan,nan,nan,nan,nan,nan,20.126779168007292,
distributed,0,3,5,0.23471460929620802,0.8593,4.991853360488799,0.3999795933984511,0.013477688030278101,0.003167249365466506,0.136944413776401,0.05328815544494078,nan,nan,nan,nan,nan,nan,20.142197545222498,
distributed,0,3,7,0.23831661400347096,0.8526,6.984076433121019,0.2096440251568134,0.013341035220961318,0.0024031074792841764,0.13058903646400027,0.053436675229230866,nan,nan,nan,nan,nan,nan,20.128590437483975,
distributed,0,3,10,0.24480192091583203,0.8469,9.96816976127321,0.6837042661456095,0.01330175787893623,0.0021199242024275257,0.1305189164193906,0.0539214128122657,nan,nan,nan,nan,nan,nan,19.937537526714475,
distributed,0,3,20,0.26004176388699174,0.8303,19.916500994035786,1.941077438551307,0.013005569011651457,0.0016036424555729318,0.13494587715013653,0.05636242712342699,nan,nan,nan,nan,nan,nan,19.88289461212025,
distributed,0,3,30,0.2739131014498753,0.8176,29.973897389738973,4.6421082468065356,0.01285927237135256,0.0019361440044776935,0.14239114854946183,0.04977162270788451,nan,nan,nan,nan,nan,nan,19.956660050302176,
distributed,0,3,50,0.29210449974120584,0.8019,49.60808709175739,2.6923076923076925,0.012960605288753091,0.0009452477815722617,0.12588574282470397,0.04469788245197858,nan,nan,nan,nan,nan,nan,19.956989647911577,
distributed,0,3,70,0.3036932858157125,0.7911,69.62481089258699,1.7863750261554885,0.013233127832384497,0.0006376887992574214,0.13310430667840525,0.054477156572263735,nan,nan,nan,nan,nan,nan,20.01659797502624,
distributed,0,3,100,0.3037485454464878,0.7902,99.47727272727273,22.948831972213505,0.012698265762308585,0.0008369312483401146,0.12468246310880775,0.07095160537550538,nan,nan,nan,nan,nan,nan,19.937975532036035,
distributed,1,0,-1,0.22556692144950408,0.8664,5.033613445378151,1.7877833040150835,0.012792427342891582,0.0034657829851421117,0.12574885880908931,0.05098829451905101,12.168481413965726,3.7354068414503736,0.5428700964449361,0.08703456129098704,0.2865213041174953,0.10927461882475814,20.109303619846887,
distributed,1,0,1,0.24026031701597136,0.8507,1.0,0.0,0.013238234097179323,0.0068815200765297915,0.134541855661093,0.048799257643163736,nan,nan,nan,nan,nan,nan,19.950312117366767,
distributed,1,0,2,0.2301973718869505,0.8614,1.9960474308300395,0.08838560756158917,0.012379979592017127,0.004746123462369114,0.13364427031331685,0.05277626232645897,nan,nan,nan,nan,nan,nan,20.10493878740753,
distributed,1,0,3,0.22721413551430739,0.8651,2.9943661971830986,0.1825677393479028,0.012967980041339313,0.004183818101867753,0.131927595854312,0.05329671598552232,nan,nan,nan,nan,nan,nan,20.31306395328269,
distributed,1,0,5,0.2248456089824917,0.8695,4.992015968063872,0.39603960396039606,0.013811708251111637,0.0030578751707102145,0.13191446247263053,0.0508952595054721,nan,nan,nan,nan,nan,nan,20.209063708599416,
distributed,1,0,7,0.2237725276181659,0.8713,6.990491283676704,0.625505471242097,0.013082567064673789,0.002625849904127807,0.12972979513264957,0.059170165531170056,nan,nan,nan,nan,nan,nan,20.033635807038774,
distributed,1,0,10,0.22321295315642248,0.8728,9.988173455978975,1.0189633893991186,0.01292800827785066,0.002342384378194004,0.13370424441404022,0.05838856743338696,nan,nan,nan,nan,nan,nan,20.16575385738843,
distributed,1,0,20,0.2226801387603312,0.8738,19.98101898101898,2.6343193808910597,0.013506477567045327,0.0015075797919519701,0.12676146976884275,0.04941871511176397,nan,nan,nan,nan,nan,nan,19.994690776701024,
distributed,1,0,30,0.222530987207433,0.8746,29.8868778280543,0.8108108108108107,0.01335251442168619,0.0012146677325842923,0.14613682388213625,0.056639404936454134,nan,nan,nan,nan,nan,nan,20.15936497806497,
distributed,1,0,50,0.22252307950919828,0.874,49.53125,3.846153846153846,0.012869602500829079,0.0010213727053852955,0.13891124389695503,0.03806249230786586,nan,nan,nan,nan,nan,nan,20.048526211843267,
distributed,1,0,70,0.22257606317153994,0.8744,69.50796057619408,2.4562656609637967,0.01322829245089832,0.0006928296088056481,0.12764724467051533,0.043965305149154206,nan,nan,nan,nan,nan,nan,19.882348350127568,
distributed,1,0,100,0.22247464082184076,0.8745,99.53731343283582,23.198275797998438,0.013183235336108988,0.0006928049979235523,0.1045209781721709,0.04960457556839116,nan,nan,nan,nan,nan,nan,20.06718126072475,
distributed,1,1,-1,0.23182363964218503,0.8586,2.04,0.6208742468955051,0.013690264128086776,0.0055511227630557,0.13827273366240728,0.05859747100222071,18.398417361404803,7.256439174734346,1.308535494219471,0.20748178071789067,1.1411643727092422,0.2728968041391151,20.061844537055634,
distributed,1,1,1,0.23897183665823452,0.8517,1.0,0.0,0.012870283400333882,0.006444687237487216,0.129564275183459,0.05156868030828819,nan,nan,nan,nan,nan,nan,20.08327276031479,
distributed,1,1,2,0.2312076640237811,0.8579,1.9959514170040487,0.08943981053555981,0.013467449349555217,0.00458334980235293,0.1340154844179274,0.05344615379330272,nan,nan,nan,nan,nan,nan,19.938857793880235,
distributed,1,1,3,0.22772297270334027,0.8642,2.9943181818181817,0.18333311570155877,0.01248874218721398,0.003959587148102211,0.13190682515655594,0.055015948102924726,nan,nan,nan,nan,nan,nan,19.954546552784805,
distributed,1,1,5,0.2263695033415893,0.8656,4.992248062015504,0.3903419832727777,0.013338094478486802,0.002735440837805595,0.12860654012853773,0.05047654311285736,nan,nan,nan,nan,nan,nan,20.289465536385983,
distributed,1,1,7,0.22617076178416562,0.8664,6.980830670926518,0.4192880503136268,0.012632243700589619,0.002734884121236979,0.1365296171654027,0.05128773007008237,nan,nan,nan,nan,nan,nan,20.153602058675283,
distributed,1,1,10,0.22708543123049824,0.8652,9.988015978695072,1.0255563992184142,0.013008828745733463,0.0019328989278293233,0.1363175982091311,0.05598941960042948,nan,nan,nan,nan,nan,nan,20.08782305040113,
distributed,1,1,20,0.22965265946287908,0.8635,19.981713185755535,0.1373351620873625,0.012910087986234022,0.0014139591137943735,0.1272810484056077,0.051914420677372335,nan,nan,nan,nan,nan,nan,20.031523604670028,
distributed,1,1,30,0.23097327489769148,0.8634,29.974583698510077,4.583795027848726,0.012806026536560388,0.001549974183072705,0.1375667282695401,0.05530292792565496,nan,nan,nan,nan,nan,nan,20.113795764235608,
distributed,1,1,50,0.2345630026422665,0.86,49.96083133493205,9.423076923076923,0.012842529504231351,0.0009981739636279962,0.14804355436391176,0.044990978006415695,nan,nan,nan,nan,nan,nan,20.01803168528681,
distributed,1,1,70,0.2380917817831974,0.8554,69.1041819515774,8.063963045550246,0.012619617101204147,0.0006365399160905704,0.13598074524995052,0.04789559770862291,nan,nan,nan,nan,nan,nan,19.923411046901048,
distributed,1,1,100,0.2422929336701323,0.8527,98.43754565376187,7.983720681384548,0.013271689736350581,0.0006807315044556303,0.11939505155635029,0.05762886942311875,nan,nan,nan,nan,nan,nan,19.863349780166732,
distributed,1,2,-1,0.2226676145517259,0.8744,97.8565248738284,36.43214292437769,0.0136843057193434,0.0022294535906297723,0.12347581407976013,0.03371797704479905,1e-05,0.0,5.064181518964889e-17,2.483236670330227e-17,0.0,0.0,20.05433536039774,
distributed,1,2,1,0.24061178564918365,0.8469,1.0,0.0,0.01334931601965061,0.006662445080274088,0.1334437023927986,0.04810255348893288,nan,nan,nan,nan,nan,nan,20.11064352250552,
distributed,1,2,2,0.229788772600394,0.8627,1.996282527881041,0.08574694002066834,0.013369455495747803,0.004635329193734079,0.12193898649151783,0.053342903091918845,nan,nan,nan,nan,nan,nan,20.068173182623465,
distributed,1,2,3,0.2270371837145163,0.8647,2.994638069705094,0.17816845961056071,0.01248712153845897,0.0038580581760417516,0.12388447458532059,0.05103743619188128,nan,nan,nan,nan,nan,nan,20.168229880087186,
distributed,1,2,5,0.22518635186773373,0.869,4.987927565392354,0.298496231131986,0.013472321203497109,0.0029442428362891756,0.13314772541920922,0.052750232121763024,nan,nan,nan,nan,nan,nan,20.007834161626352,
distributed,1,2,7,0.2247357229904145,0.872,6.990049751243781,0.639559896241083,0.013222997863672611,0.0023166985116291187,0.14002329761385127,0.05637679597761954,nan,nan,nan,nan,nan,nan,20.16870483380685,
distributed,1,2,10,0.2242754367403994,0.874,9.97225891677675,0.34185213307280476,0.012744861102693052,0.0019133824513717945,0.135638087581046,0.058487952458678875,nan,nan,nan,nan,nan,nan,19.957813061863032,
distributed,1,2,20,0.22398225977435976,0.871,19.98174831892411,2.585112235238332,0.013014394908906043,0.0014322549877517725,0.12261979068124412,0.04482337476966038,nan,nan,nan,nan,nan,nan,20.113138861620957,
distributed,1,2,30,0.22406674582532696,0.8703,29.973897389738973,4.6421082468065356,0.013245453698573346,0.001626037661706508,0.14689299990276772,0.05174082154058598,nan,nan,nan,nan,nan,nan,20.161357672723746,
distributed,1,2,50,0.22374741260486058,0.8759,49.498371335504885,4.311101947298393,0.012994466161069076,0.0011152953549301693,0.1476818443799568,0.05808248388265608,nan,nan,nan,nan,nan,nan,19.69468531940465,
distributed,1,2,70,0.22267992443841592,0.8745,69.15467075038285,5.359125078466466,0.013185585325080825,0.0007019860350056065,0.14863567063346772,0.049945002489464194,nan,nan,nan,nan,nan,nan,20.071076508091686,
distributed,1,2,100,0.22278140787687212,0.8729,98.14836795252225,13.39204759458053,0.013353967741192458,0.0006350418482780884,0.15174144311638388,0.04500842830470181,nan,nan,nan,nan,nan,nan,20.03736341219684,
distributed,1,3,-1,0.2386534546550038,0.8507,1.0138888888888888,0.08333129571897191,0.013627606280401577,0.006633974462910918,0.12710976000644572,0.05228321563505759,37.79421257893475,15.83498033692404,2.6413675991031806,0.466120368803561,2.5262367127520267,0.7067749816271399,20.13281863553937,
distributed,1,3,1,0.23955609149039306,0.8506,1.0,0.0,0.013752953834071019,0.006896050427419138,0.133163349489671,0.05895587864595679,nan,nan,nan,nan,nan,nan,20.127533555352663,
distributed,1,3,2,0.23265310791332572,0.8593,1.996078431372549,0.08804240366863003,0.012509409395315984,0.004318164878094053,0.13035770849107295,0.04985110677501224,nan,nan,nan,nan,nan,nan,19.873959676412476,
distributed,1,3,3,0.23189374357685524,0.8597,2.9943181818181817,0.18333311570155877,0.012582042356972495,0.0036239460630717087,0.13226796215977016,0.057884723102819995,nan,nan,nan,nan,nan,nan,20.029948418911715,
distributed,1,3,5,0.23408738459298256,0.858,4.992141453831041,0.0985281923639303,0.013261872260062799,0.0029264644133720724,0.12980212683440423,0.04614734767689502,nan,nan,nan,nan,nan,nan,19.99019764027766,
distributed,1,3,7,0.23861980113727843,0.8529,6.99016393442623,0.6359576627106011,0.013079116353848496,0.002235750894165356,0.1364600582169559,0.05254652905608268,nan,nan,nan,nan,nan,nan,19.97392966541113,
distributed,1,3,10,0.24357276147177664,0.8487,9.96938775510204,0.6707666480755328,0.01247646657410316,0.0021935491216510256,0.12781787621741572,0.05608111628854965,nan,nan,nan,nan,nan,nan,19.898682093055466,
distributed,1,3,20,0.26302652719017094,0.8264,19.923076923076923,0.7069595132934193,0.013507947885775992,0.0015196379850101215,0.13948888443667629,0.044964348191607675,nan,nan,nan,nan,nan,nan,19.999436990757225,
distributed,1,3,30,0.2739031548143459,0.8176,29.974583698510077,4.583795027848726,0.013033595510079246,0.0015046039383397698,0.12683496319376936,0.0501206059126937,nan,nan,nan,nan,nan,nan,20.01750289003285,
distributed,1,3,50,0.29176112138293614,0.8011,49.96083133493205,9.423076923076923,0.012662734505821128,0.0017005894625242565,0.1522779220066538,0.04887227466086312,nan,nan,nan,nan,nan,nan,20.132998548168402,
distributed,1,3,70,0.29744689028765114,0.7965,69.84921230307577,14.602311460861257,0.012587369965085124,0.00197957712967048,0.12987750240245216,0.05658018502251828,nan,nan,nan,nan,nan,nan,19.9216737106947,
distributed,1,3,100,0.3100409279136505,0.7844,99.92933618843684,24.694938752708012,0.01225380438524343,0.0033672027971740123,0.12552896161528154,0.06867880057430713,nan,nan,nan,nan,nan,nan,20.263640012094367,
Type,Simulation,case,tau_setup,lossValue,predictionAccuracy,avg_tau,stddev_tau,avg_each_local,stddev_each_local,avg_each_global,stddev_each_global,avg_betaAdapt,stddev_betaAdapt,avg_deltaAdapt,stddev_deltaAdapt,avg_rhoAdapt,stddev_rhoAdapt,total_time_recomputed
distributed,0,0,-1,0.24012690965815994,0.8502,1.0,0.0,0.012567330999222364,0.006548819174477654,0.13785346435288673,0.05148158909197383,63.83134361159131,66.91168457026225,0.5737717438964042,0.09641684192712852,2.097623415676366,2.5962438083082278,20.156386577182623,
distributed,0,0,1,0.23906874026448552,0.8524,1.0,0.0,0.0124011193505095,0.006587601879086228,0.12971140149161403,0.04854514438858372,nan,nan,nan,nan,nan,nan,20.037865438739416,
distributed,0,0,2,0.22981357772291955,0.8616,1.996168582375479,0.0870362919923006,0.013197388063249658,0.004738689397797874,0.1273192648740725,0.0627621131870932,nan,nan,nan,nan,nan,nan,20.125534673906845,
distributed,0,0,3,0.22722690355293476,0.866,2.9941690962099123,0.1856883174266315,0.012593014247969088,0.00407317418613936,0.1362608885492277,0.05081486962073018,nan,nan,nan,nan,nan,nan,19.994541082967686,
distributed,0,0,5,0.22470585325623219,0.8701,4.988188976377953,0.1970563847278606,0.013326576295444417,0.003032275788800309,0.12987308966219366,0.05216853839591749,nan,nan,nan,nan,nan,nan,20.021571426999873,
distributed,0,0,7,0.2238342272556773,0.871,6.990595611285267,0.6221342617936603,0.013009613891138538,0.0025344304836717652,0.12680038628408216,0.0455649925997603,nan,nan,nan,nan,nan,nan,20.007814248183383,
distributed,0,0,10,0.22332567261975117,0.8726,9.9875173370319,1.0461305803855772,0.012802122564199941,0.0023354708202226555,0.14872514290271274,0.05467190449038366,nan,nan,nan,nan,nan,nan,20.179050319445754,
distributed,0,0,20,0.22259041256581302,0.8744,19.918762088974855,0.824010972524175,0.013274606189382386,0.0015313628491651552,0.11800451250049633,0.05220822745298653,nan,nan,nan,nan,nan,nan,19.873285705437738,
distributed,0,0,30,0.22255291907245098,0.8744,29.846689895470384,3.477361745264551,0.013158972182637741,0.001320427636128493,0.12555493991146,0.05483551296102561,nan,nan,nan,nan,nan,nan,19.898909757389745,
distributed,0,0,50,0.22232996328397642,0.8749,49.550702028081126,3.4615384615384612,0.012866928053461176,0.0008777679577695992,0.13392469675787091,0.054371735951467985,nan,nan,nan,nan,nan,nan,19.98352980832855,
distributed,0,0,70,0.2224329679489154,0.8748,69.58440575321725,2.0096719044249247,0.01327396849033483,0.0009089409691166409,0.1297633716914024,0.0482714778527654,nan,nan,nan,nan,nan,nan,19.990723070331224,
distributed,0,0,100,0.22225707900276886,0.8757,99.92933618843684,24.694938752708012,0.012779474450077119,0.0013147633108325052,0.1281943387289043,0.06816365593454703,nan,nan,nan,nan,nan,nan,20.236952950788986,
distributed,0,1,-1,0.24010461885446202,0.8515,1.0,0.0,0.013061723844626345,0.006818605404358417,0.13519978482967976,0.05563637904606043,34.01351563235888,22.515837991707112,1.3443299190855156,0.18930124808674698,1.6427085547685318,0.7452627878113465,20.163565179705632,
distributed,0,1,1,0.23924729246986298,0.8514,1.0,0.0,0.013462768165592704,0.006714218693344295,0.13391809865895687,0.0548422990147533,nan,nan,nan,nan,nan,nan,20.1911787549633,
distributed,0,1,2,0.231081925693973,0.8589,1.995850622406639,0.09053265413308531,0.013988084854550097,0.005198995859945446,0.13941923250260946,0.05155078150087919,nan,nan,nan,nan,nan,nan,20.253570026369722,
distributed,0,1,3,0.22753942261314483,0.8644,2.994475138121547,0.09053265413308531,0.012411184559987808,0.0037339474739584368,0.12801639516735064,0.04915345797135919,nan,nan,nan,nan,nan,nan,19.981652551258286,
distributed,0,1,5,0.2263185424675992,0.8659,4.991935483870968,0.39799497484264795,0.012851914249866037,0.0032562512946991157,0.1370668352167927,0.047234304314957606,nan,nan,nan,nan,nan,nan,20.124437096526872,
distributed,0,1,7,0.2263848778597608,0.866,6.98371335504886,0.21198588757020034,0.01277598896250791,0.002589817296406674,0.1382228760432617,0.057434165855179437,nan,nan,nan,nan,nan,nan,19.995851880845773,
distributed,0,1,10,0.22671844114079387,0.8663,9.965986394557824,0.5772975503592926,0.013383462483469083,0.002037534123294588,0.13740580071272054,0.04776356206200637,nan,nan,nan,nan,nan,nan,20.000019943066967,
distributed,0,1,20,0.22861518361491823,0.865,19.981390793339862,2.6093680796598875,0.013166936552538326,0.0015335970065851444,0.12731566212454604,0.05263587439958185,nan,nan,nan,nan,nan,nan,20.139732865760124,
distributed,0,1,30,0.2308390573120756,0.8627,29.97523484201537,4.5276235488388386,0.012876402372383123,0.001330437936219862,0.12527917202420916,0.05700714295270773,nan,nan,nan,nan,nan,nan,20.13383756446225,
distributed,0,1,50,0.23423636547841065,0.8599,49.962336664104534,9.253776154298016,0.012813846924808683,0.0009347860907004622,0.11715261256355297,0.048772240521752205,nan,nan,nan,nan,nan,nan,19.918374224337313,
distributed,0,1,70,0.2368879362279489,0.8576,69.07692307692308,6.698906348083082,0.013216617812078536,0.0006853086709035822,0.14555138774377888,0.059304454523943305,nan,nan,nan,nan,nan,nan,19.954834786297745,
distributed,0,1,100,0.2424729050840699,0.8531,98.88559015206373,4.893248159558271,0.013129766458268192,0.0007444290074188996,0.13270475148811636,0.051201446053122636,nan,nan,nan,nan,nan,nan,19.99526657019022,
distributed,0,2,-1,0.22274986149463372,0.8747,97.39619883040936,36.905471692290426,0.013418247508781416,0.001603560875493908,0.14726197102291919,0.049406202807675235,1e-05,0.0,5.2132580717199425e-17,2.2108326285252468e-17,0.0,0.0,20.078401823314856,
distributed,0,2,1,0.23792232931523094,0.8504,1.0,0.0,0.012119154860056127,0.006616424794452543,0.12212821240910339,0.05649118999004608,nan,nan,nan,nan,nan,nan,20.13710509037392,
distributed,0,2,2,0.2295830849921679,0.8601,1.9963369963369964,0.08512338532620876,0.012726257445837547,0.004295555609783152,0.12045034674909841,0.05042264531795721,nan,nan,nan,nan,nan,nan,19.974757939932385,
distributed,0,2,3,0.22777517730536895,0.867,2.9941690962099123,0.1856883174266315,0.013449848359226513,0.003881923125018306,0.13418899523686662,0.06031013352028795,nan,nan,nan,nan,nan,nan,20.037927428442984,
distributed,0,2,5,0.22517213518587556,0.869,4.991935483870968,0.39799497484264795,0.012745416565278783,0.0031200435557621146,0.13870233218429362,0.05301246008389668,nan,nan,nan,nan,nan,nan,20.183319941116768,
distributed,0,2,7,0.22407918837887428,0.8718,6.990384615384615,0.6289320754704403,0.013187842252826619,0.002701607576073926,0.13228580166129508,0.050675602512820786,nan,nan,nan,nan,nan,nan,20.095342921859398,
distributed,0,2,10,0.22410867049651553,0.8728,9.987854251012147,1.0322790320451152,0.013593302670364652,0.00243646920857707,0.13439449352412372,0.05867310174244923,nan,nan,nan,nan,nan,nan,20.169356284232975,
distributed,0,2,20,0.22339039090901816,0.8758,19.902834008097166,1.68,0.013152273531444523,0.0013879457827208144,0.13821400553971588,0.05496635149031134,nan,nan,nan,nan,nan,nan,19.933278891410605,
distributed,0,2,30,0.22269518507166958,0.8743,29.97523484201537,4.5276235488388386,0.012808004974707982,0.0016435824947994108,0.12485601630993477,0.06497038185426678,nan,nan,nan,nan,nan,nan,20.183943401298013,
distributed,0,2,50,0.2228523654277791,0.8749,49.59143968871595,2.8846153846153846,0.013261737598396505,0.0009138222772264379,0.12165761519936841,0.057079054956819905,nan,nan,nan,nan,nan,nan,20.176814908747623,
distributed,0,2,70,0.22263278468097636,0.8756,69.40425531914893,3.1261562957721045,0.01303656644116484,0.0008742170554545713,0.15479453118905612,0.045286621423724374,nan,nan,nan,nan,nan,nan,20.09534672749422,
distributed,0,2,100,0.22255566663218843,0.8754,98.46715328467154,7.726181304565691,0.013024550249423299,0.0005264350932401419,0.14363621666954768,0.05536771399244813,nan,nan,nan,nan,nan,nan,19.885996935713926,
distributed,0,3,-1,0.24167608863409168,0.8505,1.0,0.0,0.012633224148139163,0.006571685396375849,0.14315272478151755,0.0545340146834643,37.68919319620171,14.459749479978969,2.7110250417351276,0.40888714773059415,2.537061045101698,0.6364525959115754,20.096387411925722,
distributed,0,3,1,0.23986839518276432,0.8504,1.0,0.0,0.014230759921812428,0.006619087186234273,0.1325088633060909,0.05575755927668382,nan,nan,nan,nan,nan,nan,19.95658875899485,
distributed,0,3,2,0.23233471241300085,0.8581,1.9961089494163424,0.0877031666587966,0.012911643348680658,0.004807071022381411,0.12906727888164338,0.054171350489424036,nan,nan,nan,nan,nan,nan,19.963910781964216,
distributed,0,3,3,0.23241584193240894,0.8592,2.9939024390243905,0.18982375470746454,0.013019713368514695,0.0037872248723103334,0.14308724876039172,0.05788438413687052,nan,nan,nan,nan,nan,nan,20.00971667050218,
distributed,0,3,5,0.2340953696472896,0.8596,4.98807157057654,0.19801980198019803,0.013015211607533241,0.002891985347637294,0.13319509837783042,0.05103918281550034,nan,nan,nan,nan,nan,nan,19.99198014427442,
distributed,0,3,7,0.23838460749682192,0.8532,6.990275526742302,0.6324156080660804,0.012822338573285397,0.0029137709234269677,0.1366150920415711,0.05347906516364357,nan,nan,nan,nan,nan,nan,20.076152964645065,
distributed,0,3,10,0.24560930898367755,0.8449,9.988173455978975,1.0189633893991186,0.012815579172322887,0.0021934360977980153,0.13195369280853794,0.04980837506903073,nan,nan,nan,nan,nan,nan,19.971281219345723,
distributed,0,3,20,0.2604124979098723,0.8299,19.904761904761905,1.663780661615406,0.013147084546607561,0.001464040967812061,0.13250770081725932,0.050340163071215444,nan,nan,nan,nan,nan,nan,19.989189118991895,
distributed,0,3,30,0.27357857709278377,0.818,29.97523484201537,4.5276235488388386,0.012879591710686155,0.0011642406706538987,0.12520226080274388,0.05856248377464023,nan,nan,nan,nan,nan,nan,20.015351543700525,
distributed,0,3,50,0.29349244058612517,0.801,49.79598145285935,1.1538461538461537,0.012724972385270381,0.0010062468858047081,0.12907405719651147,0.05294995235360113,nan,nan,nan,nan,nan,nan,19.828107697003563,
distributed,0,3,70,0.29508984177288733,0.7988,69.41666666666667,12.204917041913886,0.013157012139675276,0.0011073256559148916,0.13032360951987543,0.0588446863832434,nan,nan,nan,nan,nan,nan,20.136562544892627,
distributed,0,3,100,0.3037833602590602,0.7897,99.41873669268985,22.69938814642858,0.01281340681881168,0.0008538836247192037,0.11009680712513356,0.0594887937104382,nan,nan,nan,nan,nan,nan,19.917155592553712,
distributed,1,0,-1,0.24031618303063942,0.8522,1.0,0.0,0.012566268878662964,0.0069324168203115915,0.1341597209848093,0.05301700982161258,63.84230550261604,68.84551569875447,0.5683810206877767,0.09024608752008804,2.362259422431041,3.0236371843378445,20.248186601159166,
distributed,1,0,1,0.23917314004175508,0.8505,1.0,0.0,0.012808622126055276,0.006302510961294851,0.13002989104736476,0.05768486928652149,nan,nan,nan,nan,nan,nan,19.854553331105382,
distributed,1,0,2,0.2301973718869505,0.8614,1.9960474308300395,0.08838560756158917,0.013329803729572766,0.005155736249988882,0.1326040747867461,0.05798183149736344,nan,nan,nan,nan,nan,nan,20.22474517339764,
distributed,1,0,3,0.22755497920102247,0.8639,2.9941176470588236,0.18649378618832718,0.013875993459003892,0.004038281593120241,0.13299575482485126,0.050345382800757635,nan,nan,nan,nan,nan,nan,19.89256929935244,
distributed,1,0,5,0.22500292882586667,0.8707,4.987421383647798,0.3045873232752801,0.013112961881835188,0.0032785582669078864,0.14225122612741967,0.05868557106380263,nan,nan,nan,nan,nan,nan,19.899316476219905,
distributed,1,0,7,0.22412705871191355,0.8714,6.990049751243781,0.639559896241083,0.013063697630002707,0.002611248946783817,0.13870811466085495,0.05733771311749288,nan,nan,nan,nan,nan,nan,19.931910856254753,
distributed,1,0,10,0.22334041595494658,0.872,9.987688098495212,1.0391355906467268,0.013257128597064682,0.0021370383011822727,0.13917399854614973,0.0463779775988478,nan,nan,nan,nan,nan,nan,20.01949853572127,
distributed,1,0,20,0.2225551411134735,0.8746,19.919694072657744,1.9048195417545604,0.012748813354505287,0.0015098460422326124,0.1251623517146936,0.05744165564425282,nan,nan,nan,nan,nan,nan,20.005542757893124,
distributed,1,0,30,0.22252656191144254,0.874,29.82608695652174,3.161237950240501,0.013086708155248993,0.0013705506287341417,0.1271189855470782,0.05377014870309753,nan,nan,nan,nan,nan,nan,19.98280602777345,
distributed,1,0,50,0.22236143113628765,0.875,49.63866877971474,7.3076923076923075,0.012740166806332125,0.0011673898815751425,0.14105827917907893,0.039577319611343253,nan,nan,nan,nan,nan,nan,19.91573333921694,
