case,tValue,lossValue,predictionAccuracy,betaAdapt,deltaAdapt,rhoAdapt,tau,it_each_local,it_each_global
0,0.2792544864112635,0.38961641503032424,0.8158,nan,nan,nan,10,0.013435545340792355,0.14489903300333998
0,0.5436646612530798,0.3329619754555683,0.8235,nan,nan,nan,10,0.01040604888511607,0.16034968599065558
0,0.8450397923817083,0.3024447208802292,0.8263,nan,nan,nan,10,0.016568255560272676,0.13569257552590186
0,1.1359420378399894,0.2845651477888943,0.8305,nan,nan,nan,10,0.009106589841981432,0.1998363470384667
0,1.5016501383256347,0.27270680851064893,0.8333,nan,nan,nan,10,0.014993037979771622,0.2157777206879291
0,1.742901058021409,0.26390140081871677,0.8367,nan,nan,nan,10,0.01274939181151608,0.11375700158061355
0,1.939734254667298,0.25792000124761744,0.8374,nan,nan,nan,10,0.012626275363773653,0.07057044300815235
0,2.2240550702980997,0.2531980699409872,0.8405,nan,nan,nan,10,0.016250883692853324,0.12181197870226845
0,2.5096870735147325,0.24962834780021675,0.8423,nan,nan,nan,10,0.008719301485598987,0.19843898836064278
0,2.692594224003175,0.24673395242773868,0.8427,nan,nan,nan,10,0.009075406021408697,0.09215309027435542
0,2.8409441508765565,0.24419220941501155,0.8472,nan,nan,nan,10,0.011489975080851072,0.03345017606487108
0,3.020453544007187,0.2422583115599512,0.8482,nan,nan,nan,10,0.011586294847669553,0.06364644465393522
0,3.258687850367493,0.24043398071057986,0.8498,nan,nan,nan,10,0.010105451641867418,0.1371797899416317
0,3.573763944960922,0.2389867928247197,0.8523,nan,nan,nan,10,0.01392341810647756,0.17584191352865358
0,3.848506379149256,0.2376338787011989,0.8522,nan,nan,nan,10,0.01373925531607098,0.13734988102762413
0,4.134673990456528,0.236699365679955,0.8544,nan,nan,nan,10,0.012126266853842483,0.16490494276884707
0,4.379702145680969,0.23534546255157368,0.8556,nan,nan,nan,10,0.013936053263647047,0.10566762258797047
0,4.567754047566986,0.23465489415617954,0.8568,nan,nan,nan,10,0.012949941301718207,0.05855248886883467
0,4.861361978796972,0.23391052436442533,0.8561,nan,nan,nan,10,0.01553818508410853,0.1382260803889009
0,5.1497378210386335,0.23309204894684687,0.8574,nan,nan,nan,10,0.01664608043409197,0.12191503790074194
0,5.427693326343407,0.23246433136666123,0.8584,nan,nan,nan,10,0.015935175648729354,0.11860374881748008
0,5.679392974074859,0.2321282322328024,0.8583,nan,nan,nan,10,0.014578801291215937,0.10591163481929286
0,5.91349837427951,0.23125470119995464,0.8583,nan,nan,nan,10,0.01700520412054544,0.06405335899919691
0,6.212723427151247,0.23083576866482713,0.8608,nan,nan,nan,10,0.014148588219796726,0.1577391706737702
0,6.491656491442909,0.23035248712615222,0.8612,nan,nan,nan,10,0.0119040469715672,0.15989259457599014
0,6.8030572531211435,0.22982881778639358,0.8608,nan,nan,nan,10,0.012685415526137134,0.1845466064168626
0,7.225672622646201,0.22946472310527155,0.8617,nan,nan,nan,10,0.012011534651091695,0.3025000230141405
0,7.562784919519029,0.22913352883071397,0.8628,nan,nan,nan,10,0.014214467331648323,0.19496762355634512
0,7.803253314577182,0.2286994851889454,0.8629,nan,nan,nan,10,0.010089291178600992,0.13957548327214359
0,8.041034842475765,0.22834456775316597,0.8636,nan,nan,nan,10,0.018840809800575422,0.04937342989282846
0,8.40454046857489,0.2281265824959784,0.8631,nan,nan,nan,10,0.015944438942338577,0.2040612366757394
0,8.60675120001486,0.2277814037365753,0.864,nan,nan,nan,10,0.011039008214210869,0.09182064929786236
0,8.83659185064351,0.22754743020137938,0.8656,nan,nan,nan,10,0.015263228564314895,0.07720836498549939
0,9.08488980417233,0.22728204115585865,0.8657,nan,nan,nan,10,0.01083524634766907,0.13994549005212895
0,9.397580984907686,0.22712576272049928,0.8666,nan,nan,nan,10,0.010566112566399725,0.20703005507135885
0,9.676106921306028,0.22686109437394958,0.8672,nan,nan,nan,10,0.014689462864452617,0.13163130775381582
0,9.92718360699116,0.22668967141728139,0.8663,nan,nan,nan,10,0.010114078362399002,0.149935902061143
0,10.131786986350509,0.2264630867773052,0.8683,nan,nan,nan,10,0.01140333325437692,0.09057004681557909
0,10.348600375443763,0.22633957828851417,0.8682,nan,nan,nan,10,0.010609993971767291,0.11071344937558152
0,10.62065015355875,0.22607486525884918,0.8683,nan,nan,nan,10,0.011794413502505492,0.15410564308993246
0,10.899308869800587,0.22591106279961695,0.8691,nan,nan,nan,10,0.010979047828116812,0.16886823796066897
0,11.207000177091082,0.22576762438954137,0.869,nan,nan,nan,10,0.012864544452373944,0.17904586276675633
0,11.486782661070448,0.2256300769537853,0.8694,nan,nan,nan,10,0.014106564537728303,0.13871683860208225
0,11.67187719639448,0.22546028391434791,0.8699,nan,nan,nan,10,0.01596933174955672,0.02540121782846383
0,12.036830714170735,0.22534093918206563,0.8696,nan,nan,nan,10,0.013676217815041188,0.22819133962584282
0,12.334534863731554,0.22519666363370833,0.8696,nan,nan,nan,10,0.01491586576349759,0.14854549192584263
0,12.618780871321325,0.22509277949329104,0.8699,nan,nan,nan,10,0.013106243286918607,0.1531835747205858
0,12.880097159796923,0.22505968109388086,0.8684,nan,nan,nan,10,0.018619134517480117,0.07512494330079723
0,13.162256490020036,0.22495839898283862,0.869,nan,nan,nan,10,0.015042843294024949,0.1317308972828628
0,13.357418416636696,0.224843257162036,0.8686,nan,nan,nan,10,0.012590999887366783,0.06925192774299122
0,13.600954997064566,0.224692116020913,0.8695,nan,nan,nan,10,0.011691009459599024,0.12662648583188038
0,13.891824501776968,0.2245940186753687,0.8705,nan,nan,nan,10,0.011782065027902279,0.1730488544333803
0,14.164437763024894,0.2245244090716254,0.87,nan,nan,nan,10,0.017070301816738333,0.1019102430805425
0,14.519750287895796,0.2244310442589565,0.8696,nan,nan,nan,10,0.011441377104303018,0.24089875382787135
0,14.698469548188484,0.22437025920073347,0.8706,nan,nan,nan,10,0.01140109272637369,0.06470833302895096
0,15.021670964653353,0.22435347617345788,0.8713,nan,nan,nan,10,0.012882685166581758,0.19437456479905074
0,15.190002124172256,0.22426451597836683,0.8713,nan,nan,nan,10,0.010211455110071696,0.06621660841818579
0,15.45202825743061,0.2242869751771549,0.8715,nan,nan,nan,10,0.011943364976992749,0.14259248348842682
0,15.7945278271951,0.2240788472871746,0.8708,nan,nan,nan,10,0.013615156224165866,0.20634800752283194
0,16.194692187658614,0.22394861555738338,0.8715,nan,nan,nan,10,0.0171601712627305,0.22856264783620683
0,16.439816332026435,0.22397733981536613,0.8708,nan,nan,nan,10,0.01606375171778435,0.08448662718997829
0,16.642092641264245,0.22391147559399338,0.8709,nan,nan,nan,10,0.014978138416748044,0.05249492507033077
0,16.904123083905116,0.22379201009488106,0.8714,nan,nan,nan,10,0.012848218373984515,0.13354825890102717
0,17.121197736953686,0.2237487916277786,0.8711,nan,nan,nan,10,0.008180598745008542,0.13526866559848466
0,17.302830034781167,0.22371260893546135,0.8719,nan,nan,nan,10,0.0102501203302326,0.07913109452515553
0,17.596459824175263,0.2236729549873742,0.8717,nan,nan,nan,10,0.011931314906906446,0.1743166403250301
0,17.913980730877043,0.2236275811003124,0.8715,nan,nan,nan,10,0.014629924503512892,0.17122166166665212
0,18.188898738177446,0.22359834142625734,0.8717,nan,nan,nan,10,0.013616968529800022,0.13874832200240225
0,18.47950216517265,0.22348334462192382,0.8722,nan,nan,nan,10,0.012162063322299957,0.16898279377220587
0,18.74566830994888,0.22345731918071754,0.8718,nan,nan,nan,10,0.0164304537309966,0.10186160746626267
0,19.04638392438543,0.22337861990424918,0.8716,nan,nan,nan,10,0.012178287529233103,0.17893273914421887
0,19.269455097262398,0.22332739478917188,0.8723,nan,nan,nan,10,0.010168844429431553,0.1213827285826531
0,19.674068810885128,0.22330056636852225,0.8724,nan,nan,nan,10,0.011661644111289527,0.2879972725098353
0,19.749023562773328,0.22333905631662943,0.8722,nan,nan,nan,1,0.009505804543476477,0.06544894734472372
0,19.762921415334667,0.22364491135579445,0.8726,nan,nan,nan,1,0.013897852461340237,1e-10
