case,tValue,lossValue,predictionAccuracy,betaAdapt,deltaAdapt,rhoAdapt,tau,it_each_local,it_each_global
0,0.3479678342800024,0.38961641503032424,0.8158,nan,nan,nan,10,0.019308508599530823,0.15488274828469417
0,0.5194613650871349,0.3329619754555683,0.8235,nan,nan,nan,10,0.014046610051978225,0.03102743028735032
0,0.8390999556576735,0.3024447208802292,0.8263,nan,nan,nan,10,0.013160761872334722,0.18803097184719136
0,1.0381111903205418,0.2845651477888943,0.8305,nan,nan,nan,10,0.010456389748993359,0.0944473371729346
0,1.2841040709065032,0.27270680851064893,0.8333,nan,nan,nan,10,0.010225711699790033,0.1437357635880611
0,1.602587243345184,0.26390140081871677,0.8367,nan,nan,nan,10,0.010205591162056635,0.21642726081811436
0,1.7903793146433666,0.25792000124761744,0.8374,nan,nan,nan,10,0.010458297253786653,0.08320909876031604
0,2.0548602426743017,0.2531980699409872,0.8405,nan,nan,nan,10,0.012563313514761199,0.1388477928833233
0,2.3374541235535693,0.24962834780021675,0.8423,nan,nan,nan,10,0.015710097780190044,0.12549290307736694
0,2.6297408082315887,0.24673395242773868,0.8427,nan,nan,nan,10,0.010390406527152172,0.1883826194064977
0,2.979240145621033,0.24419220941501155,0.8472,nan,nan,nan,10,0.013603727252235274,0.21346206486709138
0,3.128795709435056,0.2422583115599512,0.8482,nan,nan,nan,10,0.00781544100643639,0.07140115374965897
0,3.4238918594511727,0.24043398071057986,0.8498,nan,nan,nan,10,0.014456089728840524,0.15053525272771148
0,3.6198371742933166,0.2389867928247197,0.8523,nan,nan,nan,10,0.013672042176587745,0.0592248930762663
0,3.838377699728778,0.2376338787011989,0.8522,nan,nan,nan,10,0.011141163718008506,0.10712888825537627
0,4.127865814107915,0.236699365679955,0.8544,nan,nan,nan,10,0.0111501015708397,0.17798709867074008
0,4.371626351340573,0.23534546255157368,0.8556,nan,nan,nan,10,0.011848533795048374,0.1252751992821739
0,4.63370619954792,0.23465489415617954,0.8568,nan,nan,nan,10,0.013563521918391608,0.12644462902343132
0,4.881969730673744,0.23391052436442533,0.8561,nan,nan,nan,10,0.01023515380953629,0.1459119930304621
0,5.197689730204573,0.23309204894684687,0.8574,nan,nan,nan,10,0.017746627829846436,0.1382537212323641
0,5.472213516313512,0.23246433136666123,0.8584,nan,nan,nan,10,0.013157907304567762,0.14294471306326156
0,5.752725839303766,0.2321282322328024,0.8583,nan,nan,nan,10,0.01304353118371721,0.1500770111530823
0,6.005809432205509,0.23125470119995464,0.8583,nan,nan,nan,10,0.010159673689955732,0.15148685600218545
0,6.297733911525053,0.23083576866482713,0.8608,nan,nan,nan,10,0.01465164674358919,0.1454080118836518
0,6.4868653692775275,0.23035248712615222,0.8612,nan,nan,nan,10,0.010595603167643856,0.08317542607603623
0,6.775279279000232,0.22982881778639358,0.8608,nan,nan,nan,10,0.013407216498045004,0.1543417447422541
0,7.184833076267025,0.22946472310527155,0.8617,nan,nan,nan,10,0.011089614973843545,0.2986576475283577
0,7.428709737580274,0.22913352883071397,0.8628,nan,nan,nan,10,0.014456351856785399,0.09931314274539499
0,7.67833321347851,0.2286994851889454,0.8629,nan,nan,nan,10,0.01770547303635218,0.07256874553471457
0,7.927539797446579,0.22834456775316597,0.8636,nan,nan,nan,10,0.011751603871737728,0.13169054525069177
0,8.165673120049007,0.2281265824959784,0.8631,nan,nan,nan,10,0.013213581544162157,0.10599750716080693
0,8.314454638986211,0.2277814037365753,0.864,nan,nan,nan,10,0.009856890057687752,0.05021261836032581
0,8.670189489832193,0.22754743020137938,0.8656,nan,nan,nan,10,0.011159933503354376,0.24413551581243914
0,8.916959203823124,0.22728204115585865,0.8657,nan,nan,nan,10,0.012344329505344202,0.12332641893748908
0,9.100778983337241,0.22712576272049928,0.8666,nan,nan,nan,10,0.009839304022636268,0.08542673928775432
0,9.427918800409726,0.22686109437394958,0.8672,nan,nan,nan,10,0.01586227345386835,0.16851708253380218
0,9.630088643799413,0.22668967141728139,0.8663,nan,nan,nan,10,0.012866678909058732,0.07350305429909854
0,9.895615903938474,0.2264630867773052,0.8683,nan,nan,nan,10,0.008730559548457034,0.17822166465449124
0,10.164595267385758,0.22633957828851417,0.8682,nan,nan,nan,10,0.011073349765891558,0.1582458657883692
0,10.546684946442774,0.22607486525884918,0.8683,nan,nan,nan,10,0.016610107602211363,0.21598860303490222
0,10.840218404329647,0.22591106279961695,0.8691,nan,nan,nan,10,0.013852410278389743,0.15500935510297592
0,11.008323224954845,0.22576762438954137,0.869,nan,nan,nan,10,0.012017373056708709,0.04793109005811062
0,11.24561908411491,0.2256300769537853,0.8694,nan,nan,nan,10,0.01481989710864456,0.08909688807361885
0,11.517370616776306,0.22546028391434791,0.8699,nan,nan,nan,10,0.01290704223725073,0.14268111028888902
0,11.784511114538478,0.22534093918206563,0.8696,nan,nan,nan,10,0.014832414419948519,0.11881635356268712
0,12.1697544228854,0.22519666363370833,0.8696,nan,nan,nan,10,0.019538165460900182,0.18986165373791974
0,12.373237744216503,0.22509277949329104,0.8699,nan,nan,nan,10,0.011740020448521907,0.08608311684588266
0,12.709537792527524,0.22505968109388086,0.8684,nan,nan,nan,10,0.013163068207860878,0.20466936623241183
